pathway	pval	padj	log2err	ES	NES	size	leadingEdge	database
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	0.818913480885312	0.970056349541365	0.0218679438176212	0.186975385091272	0.473875661689995	91	KIFC1|COPZ2|TUBA8|KIF26B|KIF11|KIF3B|ZW10|COPZ1|KIF26A|RACGAP1|BNIP1|TMED10|RINT1|KIFAP3|KIF5B|ARF4|ARF1|ARFGAP3	Reactome
REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	0.238957762430111	0.88735691987513	0.249246554383295	-0.127604990408418	-1.17473389404474	49	DCTN6|BICD1|CAPZA1|DCTN2|PLA2G4A|CAPZB|GALNT1|CAPZA3|BICD2|TUBA1B|TUBA1A|TUBA1C|TUBB8|ACTR1A|PAFAH1B3|ACTR10|DYNLL2|PLA2G6|AGPAT3|RAB6A|DYNC1I2|TUBB4A|RAB18|DYNC1H1|TUBAL3|GALNT2|DYNC1I1|TUBA4B|TUBA4A|TUBB6|TUBB2A|DCTN1|RAB3GAP1|DCTN4|TUBB4B|TUBB1|DYNC1LI1|DCTN3|TUBB2B|RAB6B|DCTN5|PAFAH1B2|DYNC1LI2|TUBB3	Reactome
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT	0.959798994974874	0.989369601974135	0.0100128309769611	0.103777115275932	0.261486244035721	96	COPZ2|TUBA8|SPTBN4|GOLGB1|GOLGA2|CAPZA2|COPZ1|DYNLL1|COG4|TMED10|GOSR1|SPTBN2|ANK1|ARF4|ARF1|ARFGAP3|TMEM115|INS|ANK3|BET1	Reactome
REACTOME_CO_INHIBITION_BY_CTLA4	0.329439252336449	0.927945810677212	0.0728938564822936	0.424955931775317	1.0931222838033	19	PTPN11|CD80|LYN|PPP2R1B|CD86|CTLA4	Reactome
REACTOME_CO_INHIBITION_BY_PD_1	1.27755079113981e-21	8.54456029132919e-20	1.20397524075264	0.89549082683652	2.19972219007936	213	CSNK2B|RNF5|HLA-DQA2|HLA-DQB1|HLA-DQA1|HLA-DRA|HLA-DQB2|HLA-DRB1|HLA-DRB5|H3C11|H4C13|H4C12|H2BC15|H4C11|H2AC14|H2BC14|H3C10|H2BC13|H2BC17|H3C12|HLA-DPA1|H4C9|H2BC11|H2BC12|HLA-DPB1|STAT1|H2BC8|H2AC8|H3C6|H4C5|H2AC7|H2BC7|H3C4|H4C4|H2BC6|H2BC5|H4C6|H3C7|H2BC9|H2AC6|H3C8|H2BC10|H4C8|H4C2|H2AC4|H3C2|H3C3|H2BC3|H3C1|H4C1|H4C3|H2BC4|H2BC1	Reactome
REACTOME_CO_STIMULATION_BY_CD28	0.591815320041973	0.939919918356576	0.0401660980049421	0.246073294845786	0.647966771008981	44	GRB2|CD80|PIK3R2|LYN|PPP2R1B|CD86|CD28|CTLA4|PIK3CB|PRR5	Reactome
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS	0.545248868778281	0.939919918356576	0.0473534245254193	0.265322017708805	0.68954116870855	25	C1S|IGHV4-59|IGHV3-53|IGHV1-69|IGHG4|IGHG2|MBL2|IGHV2-70	Reactome
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING	0.699316628701595	0.952675399056053	0.0362254755857254	0.216261934638792	0.559135073680164	24	HRAS|MAPK1|RASGRF1|CAMK2G|NEFL|GRIN2D|RASGRF2|MAPK3|GRIN2B|CAMK2A|GRIN1|PDPK1|RPS6KA2|ACTN2|CAMK2D|DLG1	Reactome
REACTOME_CRISTAE_FORMATION	0.681664791901012	0.952675399056053	0.0368389606870506	0.212142580027924	0.552695076191586	26	ATP5PO|CHCHD3|DMAC2L|HSPA9|TMEM11|ATP5MJ|DNAJC11	Reactome
REACTOME_CRMPS_IN_SEMA3A_SIGNALING	0.0460003548281473	0.316984263270324	0.321775918075361	-0.326910977752304	-1.58332465933169	15	PLXNA1|NRP1|FYN|DPYSL2|FES|DPYSL4|DPYSL3|SEMA3A|PLXNA2|CDK5|PLXNA4|GSK3B|CDK5R1|DPYSL5	Reactome
REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS	0.51140456182473	0.939919918356576	0.0530212512043078	0.286644609351719	0.739638638371403	16	COL4A4|PCOLCE|COL4A1|BMP1|COL1A1|COL4A3|COL4A2|PXDN|LOXL3|LOXL2|COL1A2|TLL2|LOXL1|TLL1|LOXL4	Reactome
