pathway	pval	padj	log2err	ES	NES	size	leadingEdge	database
GSE24142_DN2_VS_DN3_THYMOCYTE_ADULT_UP	0.0235807800436801	0.266305609293294	0.352487857583619	0.656397110046153	1.62890169515773	178	CLIC1|DDAH2|HLA-C|ITGAX|H3C4|HFE|BLK|PDE4A|ALDH2|KCTD11|MIF4GD|ZNF768|DAPP1|IRAK4|MSRA|CMTM7	ImmuneSigDB
GSE24142_DN2_VS_DN3_THYMOCYTE_DN	0.618381618381618	0.929619701031396	0.0358449292332649	0.376015061264074	0.924394858525402	190	PRRT1|ORMDL3|CTSB|CLDN4|CHD1L|TRIB2|PMEPA1|TNNI3|RNF19A|NFATC1|LEF1|AHCYL2|EGR2|CHCHD3|TMPRSS4|PTCRA|ACTN1|IRF4|DNAJC5|PRKCB|RAG1|SPIB|RPS6KL1|CD28|FBLN2	ImmuneSigDB
GSE24142_DN2_VS_DN3_THYMOCYTE_FETAL_DN	0.0629370629370629	0.37496618270358	0.176694268938498	0.594996350876662	1.46389431354336	188	PRRT1|TCF19|TAP1|HLA-DOA|PTPN22|ORMDL3|GRB7|CTSB|RGL3|CLDN4|CNTNAP2|TRIB2|IL10|PMEPA1|APOE|IFTAP|DENND2D|SH3BGRL2|TXNDC16	ImmuneSigDB
GSE24142_DN2_VS_DN3_THYMOCYTE_FETAL_UP	0.738261738261738	0.956859513860279	0.0271669768425399	0.314423653594651	0.778024992295091	181	IER3|SLC17A1|CD44|DAPP1|MAPKAPK2|ARL1|DYRK3|NAPSA|GPR65|HHEX|RAB31|LARS1|L2HGDH|IDE	ImmuneSigDB
GSE24142_DN2_VS_DN3_THYMOCYTE_UP	0.298701298701299	0.73546511627907	0.0699458736501659	0.490055080077839	1.20735929405448	185	IER3|IRF5|ITGAX|HFE|H1-6|CD44|KCTD11|FCGR2B|RNH1|MIF4GD|ZNF768|NIBAN1|CMTM7|DKKL1|DYRK3|NAPSA|HIP1R|BCL9L|FADS3	ImmuneSigDB
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_ADULT_DN	0.445554445554446	0.845837763282664	0.0509082865515105	0.434810058158557	1.07344824794	183	DDAH2|MOG|MIF4GD|PKP3|RTKN2|ELAVL3|CDK5RAP3|TUBA8|PMEPA1|RHOH|H2AZ1|TMEM191C|LEF1	ImmuneSigDB
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_ADULT_UP	0.242757242757243	0.672311884300985	0.0806388495950661	0.505776361680878	1.24585810734487	187	HLA-DQA1|HLA-DRB1|IRF8|FCGR2A|MFSD6|PTPN12|IL18|HADH|LYN|NCF1|STX3|SPAG1|OLIG3|PLBD1|CTNND2|PARP3|CD86|GCNT2|HHEX|FLT3|RAB31|TYROBP|MYLK|ITSN1|CLEC4E|IL15|FHOD3|ZNF503|ZNF436	ImmuneSigDB
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_DN	0.027972027972028	0.27284807323195	0.271288554688953	0.634012176456941	1.56523347889564	183	SAPCD1|PRRT1|DDAH2|PSMB8|KIFC1|MIF4GD|MGAT5|RTKN2	ImmuneSigDB
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_FETAL_DN	0.428571428571429	0.841274066187561	0.0526973085708419	0.444303898816398	1.09650819496486	184	C2|PPP1R11|UBE2L3|SLC2A4|YBX2|GRB7|PKP3	ImmuneSigDB
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_FETAL_UP	0.146853146853147	0.54754783001298	0.110122263835536	0.548876269712367	1.35203530557742	189	HLA-C|PPP1R2P1|IER3|TSPAN33|IRF8|FCGR2A|CD44|ICAM1|CD7|FMO5|USP18|IFNG|PTPN12|FCRL1|LYN	ImmuneSigDB
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_UP	0.495504495504496	0.879550767081329	0.0460457683018055	0.418240837697065	1.02820264351327	190	IER3|IRF5|ITGAX|FCGR2A|CD44|MFSD6|HPS3|CD7|ATF6|FCRL1|LYN|NCF1|RRAS|PARP3|CD86|GCNT2|HHEX|RAB31|TYROBP|LDLRAP1|FHOD3|ZNF503|GSTM3|SORL1|GEM|ARRDC4|HCK|SKAP2	ImmuneSigDB
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_ADULT_DN	0.546453546453547	0.904471341402421	0.0415717899246479	0.398177726787043	0.983984045592842	182	SAPCD1|PHTF1|SMO|EIF5A|MAPKAPK5|CNTNAP2|CHD1L|RHOH|LEF1|CHUK|NR3C1|RPL24|CHCHD3|PTCRA|ACTN1|RAG2|PRKCB|RAG1|HMGA1|CD28|FBLN2|ZW10|MRPL49|XBP1|AXL|TM7SF2|NOC2L	ImmuneSigDB
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_ADULT_UP	0.132867132867133	0.52588066139468	0.116739204791222	0.556460042545545	1.36649327475269	191	HLA-DRB1|HLA-DOB|HLA-E|ITGAX|IRF8|SH2B3|ICAM1|TP53BP1|ZNF768|IRAK4|PTPN12|DSTYK|IL18|MAST3|DKKL1|NCF1|SEC61A1|GATM|SPAG1	ImmuneSigDB
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_DN	0.23976023976024	0.669852412568191	0.0813027345384498	0.507182546407501	1.24932190434057	187	SAPCD1|PRRT1|PHTF1|ANGPTL6|ETS1|PKP3|PMEPA1|TNNI3|RHOH|C2CD2L|LEF1|TMPRSS4|LAT|PTCRA|ACTN1|PRKCB|RAG1|SPIB|RAB3IP|FYB1|RPS6KL1|CD28|FBLN2|MLH3|DNMBP|ITPR2|AXL|CTLA4|SCML4|SLA2|CBX4|MBTPS1|IFNGR1|AGFG2|SPRY1|FKBP5	ImmuneSigDB
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_FETAL_DN	0.425574425574426	0.841240060752256	0.0530212512043078	0.450213853886177	1.10680505820752	190	PRRT1|STAT1|PHTF1|CUX2|GRB7|PKP3|CLDN4|ATG4D|IL10|PMEPA1|LEF1|GPR132|SH3BGRL2|TXNDC16|NR3C1|CTNND2|POLD1|ACTN1|DLST|PEX6|TMEM230|PRKCB|RAG1|RASGRF1|FYB1|ATG12|DNMBP|ITPR2|PGF|XBP1|LMO7|ADRB2|SCML4|TRIM24|TM7SF2|IL5RA|SLA2|MBTPS1|IFNGR1	ImmuneSigDB
